customer_id,home_market,preferred_channel,loyalty_tier,recency_days,visits_90d,spend_180d_clean,email_open_rate_clean,prior_offer_count_180d,predicted_response_probability,score_decile,campaign_segment,recommended_channel,qa_ready_flag
104301,India,Phone,Platinum,8,7,8433.71,0.409,3,0.8682476869314523,1,High Propensity - High Value,Email,1
105203,UK/EU,WhatsApp,Bronze,11,9,2144.29,0.515,4,0.8677789361343671,1,High Propensity - Standard Value,WhatsApp,1
118530,North America,App Push,Platinum,47,13,8845.61,0.356,2,0.8675506469960158,1,High Propensity - High Value,App Push,1
117026,UK/EU,Email,Platinum,28,4,6462.83,0.331,3,0.8669002067014898,1,High Propensity - High Value,Email,1
100185,UAE,Email,Platinum,106,11,9167.13,0.497,3,0.8664516755598054,1,High Propensity - High Value,Email,1
117622,UK/EU,SMS,Platinum,41,11,6522.48,0.682,2,0.8661973471221945,1,High Propensity - High Value,SMS,1
104567,UAE,Email,Platinum,48,10,6947.11,0.475,2,0.8658696442468509,1,High Propensity - High Value,Email,1
115436,UAE,WhatsApp,Platinum,31,5,7880.67,0.567,3,0.8658638089907507,1,High Propensity - High Value,WhatsApp,1
116085,UAE,WhatsApp,Gold,36,7,5723.4,0.613,2,0.8657281382354782,1,High Propensity - High Value,WhatsApp,1
115753,GCC,Email,Gold,38,4,5052.22,0.574,3,0.8655866086504638,1,High Propensity - High Value,Email,1
117604,UK/EU,SMS,Platinum,48,3,6684.28,0.409,4,0.8654799160110914,1,High Propensity - High Value,SMS,1
107989,North America,App Push,Gold,0,0,4605.67,0.392,1,0.8654707070540469,1,High Propensity - High Value,App Push,1
107785,UAE,WhatsApp,Platinum,4,11,9913.6,0.666,2,0.8652763113049105,1,High Propensity - High Value,WhatsApp,1
100840,UK/EU,WhatsApp,Gold,22,0,5172.59,0.458,3,0.8652289876098932,1,High Propensity - High Value,WhatsApp,1
114561,UAE,Email,Silver,3,10,3971.55,0.637,2,0.8650070701263731,1,High Propensity - High Value,Email,1
101031,UAE,App Push,Gold,6,5,4902.26,0.532,1,0.8649710086397947,1,High Propensity - High Value,App Push,1
112451,GCC,Email,Gold,3,6,6138.97,0.448,1,0.86448678627874,1,High Propensity - High Value,Email,1
104445,GCC,WhatsApp,Platinum,39,9,6865.46,0.563,3,0.8644753090065783,1,High Propensity - High Value,WhatsApp,1
116289,UAE,SMS,Silver,31,0,3436.11,0.561,4,0.8644586433969256,1,High Propensity - High Value,SMS,1
102545,UK/EU,App Push,Platinum,16,8,9418.86,0.471,3,0.8644469841485797,1,High Propensity - High Value,App Push,1
114476,India,Email,Gold,16,7,5624.63,0.624,2,0.8643133824901421,1,High Propensity - High Value,Email,1
100584,GCC,Phone,Gold,0,13,5396.22,0.512,5,0.8641270916328221,1,High Propensity - High Value,Email,1
112630,India,Email,Gold,37,12,6407.71,0.392,8,0.8636991729779341,1,High Propensity - High Value,Email,1
115076,GCC,Email,Gold,0,5,5202.14,0.537,3,0.8635186010694068,1,High Propensity - High Value,Email,1
113618,India,Email,Platinum,4,6,6676.11,0.63,2,0.8633736089439328,1,High Propensity - High Value,Email,1
109956,UAE,Email,Platinum,7,0,6865.48,0.543,6,0.8632764568789143,1,High Propensity - High Value,Email,1
106068,UAE,Phone,Platinum,0,10,7854.9,0.538,1,0.863123820437141,1,High Propensity - High Value,Email,1
117189,GCC,Email,Platinum,98,20,6583.98,0.59,2,0.8629931323190833,1,High Propensity - High Value,Email,1
102310,North America,WhatsApp,Platinum,0,15,6925.97,0.33,4,0.8628277178566722,1,High Propensity - High Value,WhatsApp,1
118473,UAE,WhatsApp,Platinum,8,8,8534.27,0.402,3,0.8625717928084212,1,High Propensity - High Value,WhatsApp,1
117832,North America,Email,Platinum,0,26,10973.9,0.172,2,0.8625285215418026,1,High Propensity - High Value,Email,1
112834,Other,WhatsApp,Platinum,55,3,6602.42,0.555,1,0.8624937955424816,1,High Propensity - High Value,WhatsApp,1
112254,India,Email,Platinum,45,4,8282.34,0.378,3,0.8623642725042245,1,High Propensity - High Value,Email,1
118336,GCC,WhatsApp,Silver,10,5,4281.0,0.525,1,0.8623374342932391,1,High Propensity - High Value,WhatsApp,1
109574,North America,SMS,Platinum,95,10,8470.32,0.768,2,0.8619615658951303,1,High Propensity - High Value,SMS,1
109896,India,WhatsApp,Platinum,0,12,8673.17,0.534,2,0.8617354289845123,1,High Propensity - High Value,WhatsApp,1
112296,North America,Email,Platinum,64,5,10638.99,0.389,2,0.8616586035678195,1,High Propensity - High Value,Email,1
118570,India,SMS,Platinum,14,17,11514.82,0.43,1,0.8613638223109013,1,High Propensity - High Value,SMS,1
101352,UAE,Email,Silver,13,6,4065.6,0.664,1,0.8610417851969263,1,High Propensity - High Value,Email,1
118002,UK/EU,Email,Platinum,61,13,7500.99,0.471,3,0.8609336632483144,1,High Propensity - High Value,Email,1
108981,India,Email,Gold,0,13,5674.22,0.519,4,0.8607109714301808,1,High Propensity - High Value,Email,1
108430,India,Email,Gold,0,12,4992.6,0.657,3,0.8606933523618114,1,High Propensity - High Value,Email,1
104812,North America,Email,Gold,0,10,5460.34,0.713,4,0.8605900515694642,1,High Propensity - High Value,Email,1
108204,UAE,WhatsApp,Silver,0,5,3925.61,0.73,2,0.8604687476165023,1,High Propensity - High Value,WhatsApp,1
102694,India,WhatsApp,Gold,12,4,4933.41,0.63,3,0.860333767495441,1,High Propensity - High Value,WhatsApp,1
107396,UAE,Email,Silver,12,8,4241.33,0.558,4,0.8601098741528025,1,High Propensity - High Value,Email,1
116866,UK/EU,SMS,Platinum,13,15,9604.84,0.501,2,0.8600748511693785,1,High Propensity - High Value,SMS,1
106545,GCC,Email,Platinum,6,6,7536.0,0.486,3,0.8599861419472382,1,High Propensity - High Value,Email,1
112740,India,SMS,Platinum,95,7,10445.83,0.483,4,0.8598791535304692,1,High Propensity - High Value,SMS,1
119993,GCC,SMS,Silver,23,5,4546.11,0.646,3,0.8598290725935219,1,High Propensity - High Value,SMS,1
100441,GCC,SMS,Platinum,0,26,13069.67,0.27,3,0.859706429054958,1,High Propensity - High Value,SMS,1
101010,India,Phone,Platinum,26,8,7780.74,0.412,2,0.8596158309398787,1,High Propensity - High Value,Email,1
107888,North America,Phone,Gold,98,6,4741.05,0.435,1,0.8595225649031809,1,High Propensity - High Value,Email,1
119912,UAE,Phone,Platinum,28,11,7697.4,0.403,5,0.8593240119245497,1,High Propensity - High Value,Email,1
107599,GCC,Email,Gold,4,12,5174.72,0.75,2,0.8592540192636414,1,High Propensity - High Value,Email,1
110835,UK/EU,WhatsApp,Platinum,47,7,6968.03,0.456,4,0.8590450464398175,1,High Propensity - High Value,WhatsApp,1
108119,UK/EU,WhatsApp,Gold,0,12,6398.52,0.446,3,0.8588355509637079,1,High Propensity - High Value,WhatsApp,1
108266,GCC,WhatsApp,Platinum,0,15,6784.67,0.417,2,0.8587505388530271,1,High Propensity - High Value,WhatsApp,1
100514,North America,WhatsApp,Platinum,0,22,7659.09,0.347,2,0.8583881329004645,1,High Propensity - High Value,WhatsApp,1
114120,UAE,SMS,Platinum,0,8,6901.51,0.451,6,0.8583268123542293,1,High Propensity - High Value,SMS,1
113928,North America,WhatsApp,Gold,8,8,4746.36,0.586,0,0.8582942747431644,1,High Propensity - High Value,WhatsApp,1
109193,North America,Email,Platinum,5,9,9064.24,0.36,2,0.8581447716162859,1,High Propensity - High Value,Email,1
111689,GCC,Email,Bronze,0,9,2861.79,0.673,3,0.8578094198008671,1,High Propensity - Standard Value,Email,1
119607,UAE,Email,Platinum,24,8,8958.02,0.411,4,0.8576214614476573,1,High Propensity - High Value,Email,1
108733,Other,WhatsApp,Silver,1,5,3341.32,0.525,3,0.8575085861536886,1,High Propensity - High Value,WhatsApp,1
112785,India,SMS,Platinum,22,6,7582.18,0.425,1,0.8570730072385578,1,High Propensity - High Value,SMS,1
